user_id,exercise,muscle_group,difficulty,duration_min,rating,fitness_level
12,Push-ups,chest,1,56,3,2
12,Row,back,2,38,5,2
12,Plank,core,1,64,3,2
12,Lunges,legs,1,56,5,2
12,Pull-ups,back,2,33,5,2
12,Deadlifts,back,3,63,4,2
12,Squats,legs,2,61,4,2
12,OHP,shoulders,3,83,3,2
12,Push-ups,chest,1,82,3,2
12,Bench Press,chest,3,66,5,2
12,OHP,shoulders,3,25,5,2
12,Pull-ups,back,2,44,5,2
12,Bench Press,chest,3,24,3,2
12,Plank,core,1,58,5,2
12,Push-ups,chest,1,24,5,2
12,Deadlifts,back,3,20,4,2
12,Plank,core,1,64,3,2
12,Squats,legs,2,41,5,2
12,Burpees,full,2,67,5,2
12,Push-ups,chest,1,29,5,2
13,Deadlifts,back,3,28,4,2
13,Bench Press,chest,3,28,3,2
13,Pull-ups,back,2,43,5,2
13,Plank,core,1,44,4,2
13,Push-ups,chest,1,29,3,2
13,Plank,core,1,78,5,2
13,Lunges,legs,1,89,5,2
13,Squats,legs,2,75,4,2
13,Plank,core,1,54,4,2
13,Burpees,full,2,86,5,2
13,Plank,core,1,89,4,2
13,Plank,core,1,37,5,2
13,Lunges,legs,1,74,3,2
13,Pull-ups,back,2,78,5,2
14,Row,back,2,67,3,0
14,Push-ups,chest,1,22,3,0
14,Lunges,legs,1,38,4,0
14,Squats,legs,2,62,4,0
14,Plank,core,1,88,3,0
14,Pull-ups,back,2,47,3,0
15,Bench Press,chest,3,53,2,0
15,Push-ups,chest,1,62,4,0
15,Squats,legs,2,44,4,0
15,Burpees,full,2,82,4,0
15,Burpees,full,2,66,2,0
15,Squats,legs,2,65,3,0
15,Row,back,2,53,3,0
15,Plank,core,1,74,5,0
16,Push-ups,chest,1,64,4,0
16,Push-ups,chest,1,64,5,0
16,Row,back,2,34,3,0
16,Pull-ups,back,2,28,4,0
16,Row,back,2,68,2,0
16,Deadlifts,back,3,27,3,0
16,Squats,legs,2,86,2,0
16,Deadlifts,back,3,30,3,0
16,OHP,shoulders,3,73,1,0
16,Row,back,2,43,2,0
16,Deadlifts,back,3,89,3,0
16,Pull-ups,back,2,24,3,0
16,OHP,shoulders,3,77,3,0
16,Row,back,2,49,4,0
17,Row,back,2,67,5,2
17,Lunges,legs,1,33,3,2
17,Push-ups,chest,1,29,5,2
17,Burpees,full,2,46,5,2
17,Burpees,full,2,45,5,2
17,Bench Press,chest,3,27,4,2
17,Burpees,full,2,71,5,2
17,Burpees,full,2,22,5,2
17,Push-ups,chest,1,81,5,2
17,Bench Press,chest,3,39,3,2
17,Bench Press,chest,3,41,4,2
17,Push-ups,chest,1,50,4,2
17,OHP,shoulders,3,31,5,2
18,Lunges,legs,1,37,3,0
18,Deadlifts,back,3,31,1,0
18,Bench Press,chest,3,82,2,0
18,Lunges,legs,1,46,4,0
18,Squats,legs,2,44,3,0
18,Plank,core,1,79,4,0
18,OHP,shoulders,3,24,3,0
18,Deadlifts,back,3,73,1,0
18,OHP,shoulders,3,89,1,0
18,Deadlifts,back,3,23,2,0
18,Deadlifts,back,3,84,1,0
18,Plank,core,1,56,5,0
18,Bench Press,chest,3,66,3,0
18,Squats,legs,2,39,3,0
18,Pull-ups,back,2,32,4,0
18,Plank,core,1,22,4,0
18,Row,back,2,84,2,0
18,Row,back,2,21,3,0
18,OHP,shoulders,3,50,2,0
18,Squats,legs,2,56,2,0
19,Squats,legs,2,60,3,0
19,Squats,legs,2,61,3,0
19,Plank,core,1,67,3,0
19,Deadlifts,back,3,23,2,0
19,Push-ups,chest,1,58,3,0
19,Row,back,2,25,4,0
19,Lunges,legs,1,31,4,0
19,Lunges,legs,1,31,4,0
19,Deadlifts,back,3,45,1,0
19,Deadlifts,back,3,38,1,0
19,OHP,shoulders,3,84,3,0
19,Deadlifts,back,3,48,2,0
19,Bench Press,chest,3,32,1,0
19,Push-ups,chest,1,82,4,0
19,Bench Press,chest,3,48,1,0
19,OHP,shoulders,3,65,2,0
19,Pull-ups,back,2,24,2,0
19,Pull-ups,back,2,49,2,0
19,Row,back,2,45,3,0
19,Deadlifts,back,3,27,2,0
19,Deadlifts,back,3,77,1,0
19,Bench Press,chest,3,67,2,0
19,OHP,shoulders,3,84,1,0
19,Push-ups,chest,1,23,5,0
19,Deadlifts,back,3,55,1,0
19,Lunges,legs,1,47,5,0
19,Lunges,legs,1,64,5,0
19,OHP,shoulders,3,80,1,0
20,Squats,legs,2,64,4,0
20,Pull-ups,back,2,44,3,0
20,Squats,legs,2,74,2,0
20,Deadlifts,back,3,86,1,0
20,Burpees,full,2,84,3,0
20,Burpees,full,2,72,2,0
20,Burpees,full,2,47,4,0
20,Pull-ups,back,2,61,3,0
20,Push-ups,chest,1,57,4,0
20,Push-ups,chest,1,57,4,0
21,Pull-ups,back,2,66,3,1
21,Bench Press,chest,3,47,2,1
21,Squats,legs,2,45,4,1
21,Plank,core,1,85,5,1
21,Burpees,full,2,66,4,1
21,Row,back,2,53,4,1
21,Pull-ups,back,2,63,5,1
21,Bench Press,chest,3,21,4,1
21,Lunges,legs,1,35,5,1
21,Lunges,legs,1,42,5,1
21,Pull-ups,back,2,25,3,1
21,Deadlifts,back,3,41,3,1
21,Lunges,legs,1,51,4,1
21,Lunges,legs,1,36,4,1
21,OHP,shoulders,3,68,2,1
21,Bench Press,chest,3,80,2,1
21,Lunges,legs,1,82,5,1
22,Lunges,legs,1,80,4,0
22,Squats,legs,2,28,4,0
22,Pull-ups,back,2,61,3,0
22,OHP,shoulders,3,22,1,0
22,Squats,legs,2,22,2,0
22,Squats,legs,2,74,4,0
22,Push-ups,chest,1,83,5,0
22,Pull-ups,back,2,82,3,0
22,Lunges,legs,1,65,3,0
22,Row,back,2,80,3,0
22,Bench Press,chest,3,44,1,0
22,Burpees,full,2,33,2,0
22,Lunges,legs,1,58,4,0
22,Row,back,2,75,3,0
22,Burpees,full,2,86,3,0
22,Push-ups,chest,1,57,5,0
22,Squats,legs,2,24,3,0
22,Push-ups,chest,1,58,3,0
22,Push-ups,chest,1,26,4,0
22,Lunges,legs,1,53,5,0
22,Burpees,full,2,87,3,0
22,Pull-ups,back,2,27,4,0
22,Squats,legs,2,78,4,0
22,Deadlifts,back,3,74,2,0
22,Row,back,2,57,2,0
22,Push-ups,chest,1,20,3,0
23,Pull-ups,back,2,79,4,2
23,Row,back,2,69,4,2
23,Bench Press,chest,3,45,4,2
23,Push-ups,chest,1,80,3,2
23,Burpees,full,2,21,5,2
24,OHP,shoulders,3,73,4,1
24,Squats,legs,2,67,4,1
24,Pull-ups,back,2,78,5,1
24,Plank,core,1,57,4,1
24,Pull-ups,back,2,61,3,1
24,Row,back,2,78,4,1
25,Pull-ups,back,2,82,2,0
25,Pull-ups,back,2,48,3,0
25,Lunges,legs,1,72,4,0
25,Row,back,2,66,4,0
25,Plank,core,1,30,4,0
25,Squats,legs,2,76,2,0
25,Deadlifts,back,3,22,3,0
25,Plank,core,1,84,3,0
25,Pull-ups,back,2,49,3,0
26,Squats,legs,2,27,5,2
26,Deadlifts,back,3,74,5,2
26,Deadlifts,back,3,75,3,2
26,Deadlifts,back,3,80,4,2
26,Deadlifts,back,3,44,3,2
26,Bench Press,chest,3,89,5,2
26,Deadlifts,back,3,75,5,2
26,Deadlifts,back,3,39,3,2
26,Lunges,legs,1,20,3,2
26,Row,back,2,29,5,2
26,Squats,legs,2,43,4,2
26,Row,back,2,62,5,2
26,OHP,shoulders,3,33,5,2
26,Push-ups,chest,1,36,3,2
27,Plank,core,1,57,5,1
27,Burpees,full,2,51,5,1
27,Lunges,legs,1,53,4,1
27,Push-ups,chest,1,38,5,1
27,Push-ups,chest,1,56,5,1
27,Deadlifts,back,3,62,4,1
27,Squats,legs,2,24,4,1
28,Row,back,2,75,4,2
28,Deadlifts,back,3,63,5,2
28,Row,back,2,61,5,2
28,Burpees,full,2,30,5,2
28,Lunges,legs,1,77,4,2
28,Plank,core,1,40,3,2
28,Plank,core,1,20,4,2
28,Row,back,2,32,4,2
28,Lunges,legs,1,77,3,2
28,Burpees,full,2,31,5,2
28,Squats,legs,2,71,5,2
28,Lunges,legs,1,89,3,2
28,Deadlifts,back,3,56,3,2
28,Squats,legs,2,27,5,2
28,Burpees,full,2,83,5,2
28,Burpees,full,2,33,4,2
28,Burpees,full,2,23,5,2
29,Pull-ups,back,2,20,4,0
29,Bench Press,chest,3,65,3,0
29,OHP,shoulders,3,85,3,0
29,Plank,core,1,66,4,0
29,Plank,core,1,61,5,0
29,Squats,legs,2,60,2,0
29,Burpees,full,2,57,4,0
29,Plank,core,1,82,5,0
29,Deadlifts,back,3,67,2,0
29,Burpees,full,2,24,2,0
29,Plank,core,1,89,3,0
29,Bench Press,chest,3,43,2,0
29,Bench Press,chest,3,45,3,0
29,Push-ups,chest,1,21,4,0
29,OHP,shoulders,3,23,1,0
29,Lunges,legs,1,89,3,0
29,Deadlifts,back,3,50,2,0
29,Row,back,2,55,3,0
29,Pull-ups,back,2,37,4,0
29,Burpees,full,2,24,2,0
29,Plank,core,1,41,5,0
29,Bench Press,chest,3,70,1,0
29,Row,back,2,47,4,0
30,Row,back,2,88,3,0
30,Bench Press,chest,3,87,2,0
30,OHP,shoulders,3,59,3,0
30,Burpees,full,2,70,2,0
30,OHP,shoulders,3,51,3,0
30,Bench Press,chest,3,77,2,0
30,Squats,legs,2,49,2,0
30,Squats,legs,2,56,3,0
30,Row,back,2,25,3,0
30,Plank,core,1,44,5,0
30,Lunges,legs,1,85,4,0
30,Plank,core,1,24,5,0
30,Plank,core,1,63,5,0
30,Pull-ups,back,2,88,3,0
30,Push-ups,chest,1,59,3,0
30,Lunges,legs,1,68,4,0
30,Push-ups,chest,1,55,5,0
30,Burpees,full,2,89,3,0
30,Row,back,2,56,2,0
30,Bench Press,chest,3,23,2,0
30,Bench Press,chest,3,62,3,0
30,Burpees,full,2,70,3,0
30,Push-ups,chest,1,39,5,0
30,OHP,shoulders,3,60,1,0
30,Squats,legs,2,42,3,0
30,Row,back,2,67,4,0
31,Pull-ups,back,2,76,5,1
31,OHP,shoulders,3,47,3,1
31,Squats,legs,2,81,4,1
31,Pull-ups,back,2,45,5,1
31,Burpees,full,2,69,5,1
31,Squats,legs,2,55,4,1
31,Bench Press,chest,3,87,2,1
31,Plank,core,1,85,4,1
31,OHP,shoulders,3,89,4,1
31,Deadlifts,back,3,40,3,1
31,Burpees,full,2,53,5,1
31,Burpees,full,2,45,3,1
31,Deadlifts,back,3,24,2,1
31,Lunges,legs,1,87,5,1
31,Pull-ups,back,2,84,5,1
31,Plank,core,1,87,5,1
31,Push-ups,chest,1,64,4,1
31,Row,back,2,84,4,1
31,Bench Press,chest,3,41,2,1
31,Squats,legs,2,43,4,1
31,Deadlifts,back,3,61,4,1
31,Row,back,2,69,5,1
31,Lunges,legs,1,79,4,1
31,Bench Press,chest,3,65,4,1
31,Push-ups,chest,1,73,5,1
31,Deadlifts,back,3,52,2,1
31,Deadlifts,back,3,70,3,1
32,Row,back,2,56,4,1
32,Bench Press,chest,3,30,2,1
32,Burpees,full,2,24,4,1
32,Push-ups,chest,1,44,5,1
32,Pull-ups,back,2,78,4,1
33,Deadlifts,back,3,31,4,1
33,Deadlifts,back,3,62,2,1
33,Row,back,2,25,5,1
33,Row,back,2,50,4,1
33,Pull-ups,back,2,25,3,1
33,Pull-ups,back,2,73,4,1
33,Pull-ups,back,2,74,4,1
33,Lunges,legs,1,65,5,1
33,Deadlifts,back,3,79,4,1
33,Squats,legs,2,37,4,1
33,Plank,core,1,36,5,1
33,Burpees,full,2,51,5,1
33,Row,back,2,69,5,1
33,Bench Press,chest,3,69,2,1
33,Lunges,legs,1,20,5,1
33,Deadlifts,back,3,51,2,1
33,Lunges,legs,1,71,5,1
33,Lunges,legs,1,50,4,1
33,Squats,legs,2,62,3,1
33,Burpees,full,2,28,3,1
33,Push-ups,chest,1,28,4,1
33,Plank,core,1,61,5,1
33,OHP,shoulders,3,79,3,1
33,Pull-ups,back,2,58,4,1
34,Burpees,full,2,72,3,1
34,Lunges,legs,1,71,5,1
34,Lunges,legs,1,21,5,1
34,Deadlifts,back,3,88,4,1
34,Row,back,2,36,4,1
34,Deadlifts,back,3,43,3,1
34,Deadlifts,back,3,49,4,1
34,Squats,legs,2,79,3,1
34,Squats,legs,2,24,4,1
34,OHP,shoulders,3,30,2,1
34,Plank,core,1,34,5,1
34,OHP,shoulders,3,25,3,1
34,Squats,legs,2,87,5,1
34,Squats,legs,2,68,4,1
35,Row,back,2,25,5,2
35,Squats,legs,2,57,5,2
35,Deadlifts,back,3,39,4,2
35,Row,back,2,67,5,2
35,Push-ups,chest,1,33,5,2
35,Deadlifts,back,3,42,3,2
35,Plank,core,1,58,4,2
35,Burpees,full,2,44,4,2
35,Row,back,2,48,5,2
35,Pull-ups,back,2,76,5,2
35,Row,back,2,58,5,2
35,Lunges,legs,1,39,3,2
35,Pull-ups,back,2,64,5,2
35,Deadlifts,back,3,30,4,2
35,Bench Press,chest,3,37,5,2
35,Bench Press,chest,3,37,5,2
35,Squats,legs,2,58,5,2
35,Lunges,legs,1,27,4,2
35,Bench Press,chest,3,32,5,2
35,Plank,core,1,62,5,2
35,Lunges,legs,1,63,4,2
35,Squats,legs,2,77,5,2
35,Deadlifts,back,3,60,5,2
36,Bench Press,chest,3,49,4,1
36,OHP,shoulders,3,37,4,1
36,OHP,shoulders,3,58,3,1
36,Burpees,full,2,73,4,1
36,Deadlifts,back,3,61,2,1
36,OHP,shoulders,3,24,3,1
36,Burpees,full,2,58,3,1
36,Burpees,full,2,56,5,1
36,Pull-ups,back,2,70,4,1
36,Plank,core,1,75,4,1
36,Lunges,legs,1,30,5,1
36,Lunges,legs,1,20,5,1
36,Push-ups,chest,1,62,5,1
36,Squats,legs,2,33,4,1
36,Lunges,legs,1,65,5,1
36,Lunges,legs,1,60,5,1
36,Burpees,full,2,30,4,1
36,Pull-ups,back,2,60,5,1
36,Burpees,full,2,65,5,1
36,Lunges,legs,1,67,5,1
36,OHP,shoulders,3,29,2,1
36,Lunges,legs,1,84,5,1
36,Deadlifts,back,3,46,2,1
36,OHP,shoulders,3,89,4,1
36,Bench Press,chest,3,72,4,1
36,Deadlifts,back,3,46,2,1
37,Deadlifts,back,3,75,5,2
37,Squats,legs,2,76,4,2
37,Row,back,2,52,5,2
37,OHP,shoulders,3,82,4,2
37,Lunges,legs,1,86,5,2
37,Row,back,2,78,4,2
37,Bench Press,chest,3,58,3,2
37,Row,back,2,58,5,2
37,Plank,core,1,76,5,2
37,Lunges,legs,1,64,3,2
37,Row,back,2,30,4,2
37,Pull-ups,back,2,64,5,2
37,Squats,legs,2,86,5,2
37,Plank,core,1,65,4,2
37,Burpees,full,2,57,5,2
37,Burpees,full,2,85,4,2
37,Row,back,2,80,5,2
37,Deadlifts,back,3,55,4,2
37,Bench Press,chest,3,84,4,2
37,Deadlifts,back,3,74,4,2
38,Burpees,full,2,83,5,2
38,Pull-ups,back,2,41,5,2
38,Burpees,full,2,78,4,2
38,Lunges,legs,1,63,3,2
38,Bench Press,chest,3,74,3,2
38,Plank,core,1,40,4,2
38,Plank,core,1,29,3,2
38,Deadlifts,back,3,62,3,2
38,Deadlifts,back,3,82,5,2
38,Squats,legs,2,70,5,2
38,Plank,core,1,62,4,2
38,Push-ups,chest,1,21,4,2
38,OHP,shoulders,3,34,4,2
38,Bench Press,chest,3,33,3,2
38,OHP,shoulders,3,53,4,2
38,Push-ups,chest,1,52,5,2
38,Deadlifts,back,3,37,3,2
38,Deadlifts,back,3,30,5,2
38,Bench Press,chest,3,47,5,2
39,Lunges,legs,1,43,4,2
39,Lunges,legs,1,83,3,2
39,Burpees,full,2,22,4,2
39,Bench Press,chest,3,73,5,2
39,Bench Press,chest,3,73,4,2
39,Row,back,2,35,5,2
39,Push-ups,chest,1,55,4,2
39,Squats,legs,2,38,5,2
39,Deadlifts,back,3,89,5,2
39,Bench Press,chest,3,41,4,2
39,OHP,shoulders,3,82,4,2
39,Pull-ups,back,2,73,5,2
40,Lunges,legs,1,28,4,1
40,Lunges,legs,1,74,4,1
40,Pull-ups,back,2,71,3,1
40,Row,back,2,34,5,1
40,Push-ups,chest,1,69,5,1
40,OHP,shoulders,3,32,4,1
40,Deadlifts,back,3,66,3,1
40,OHP,shoulders,3,69,3,1
40,Burpees,full,2,78,3,1
40,Lunges,legs,1,89,5,1
40,Squats,legs,2,62,4,1
40,OHP,shoulders,3,64,4,1
40,Plank,core,1,53,5,1
40,Squats,legs,2,51,4,1
40,Plank,core,1,75,5,1
40,Pull-ups,back,2,36,4,1
40,OHP,shoulders,3,60,3,1
40,Push-ups,chest,1,20,4,1
40,Push-ups,chest,1,38,5,1
40,Deadlifts,back,3,86,2,1
40,Row,back,2,47,4,1
40,OHP,shoulders,3,75,3,1
40,Deadlifts,back,3,22,4,1
40,Bench Press,chest,3,45,4,1
40,Push-ups,chest,1,65,5,1
40,Burpees,full,2,54,3,1
40,Deadlifts,back,3,71,2,1
40,Plank,core,1,77,5,1
40,OHP,shoulders,3,29,4,1
41,Burpees,full,2,84,3,1
41,Deadlifts,back,3,65,2,1
41,Bench Press,chest,3,22,4,1
41,Plank,core,1,89,5,1
41,Deadlifts,back,3,80,3,1
41,Lunges,legs,1,31,4,1
41,Burpees,full,2,68,5,1
41,Bench Press,chest,3,73,4,1
41,Bench Press,chest,3,73,2,1
41,Plank,core,1,27,4,1
41,Plank,core,1,47,5,1
41,Deadlifts,back,3,34,3,1
41,Deadlifts,back,3,81,4,1
41,Lunges,legs,1,23,4,1
41,Burpees,full,2,74,3,1
41,Burpees,full,2,21,5,1
41,Row,back,2,67,3,1
41,Row,back,2,47,5,1
41,OHP,shoulders,3,32,3,1
41,Plank,core,1,49,4,1
41,Squats,legs,2,84,3,1
41,Row,back,2,67,3,1
41,Burpees,full,2,21,3,1
41,OHP,shoulders,3,36,4,1
41,Row,back,2,89,5,1
41,Burpees,full,2,56,4,1
41,Push-ups,chest,1,37,5,1
42,Row,back,2,46,5,2
42,OHP,shoulders,3,38,5,2
42,OHP,shoulders,3,66,5,2
42,Push-ups,chest,1,70,3,2
42,Row,back,2,34,4,2
42,OHP,shoulders,3,62,3,2
42,Bench Press,chest,3,22,3,2
42,Push-ups,chest,1,45,5,2
42,Row,back,2,88,5,2
42,Row,back,2,50,5,2
42,Bench Press,chest,3,39,5,2
42,Plank,core,1,68,5,2
42,Lunges,legs,1,72,3,2
42,Plank,core,1,30,5,2
42,Push-ups,chest,1,69,3,2
42,Bench Press,chest,3,41,3,2
42,Squats,legs,2,40,5,2
42,Deadlifts,back,3,43,5,2
42,Row,back,2,24,5,2
42,Lunges,legs,1,54,5,2
42,Row,back,2,29,5,2
43,Row,back,2,22,5,2
43,Deadlifts,back,3,22,4,2
43,Push-ups,chest,1,36,3,2
43,Deadlifts,back,3,21,3,2
43,Push-ups,chest,1,46,3,2
43,OHP,shoulders,3,41,4,2
43,Push-ups,chest,1,42,4,2
43,Burpees,full,2,84,5,2
43,OHP,shoulders,3,80,3,2
43,OHP,shoulders,3,69,5,2
43,Bench Press,chest,3,53,5,2
43,OHP,shoulders,3,74,5,2
43,Pull-ups,back,2,49,5,2
43,OHP,shoulders,3,54,3,2
43,Row,back,2,74,5,2
43,Plank,core,1,41,5,2
44,Pull-ups,back,2,22,5,2
44,Push-ups,chest,1,78,5,2
44,Burpees,full,2,33,5,2
44,Row,back,2,77,5,2
44,Burpees,full,2,72,5,2
44,Row,back,2,26,4,2
44,Push-ups,chest,1,64,5,2
44,Bench Press,chest,3,54,4,2
44,OHP,shoulders,3,40,3,2
44,Plank,core,1,29,5,2
44,Deadlifts,back,3,34,5,2
44,Push-ups,chest,1,25,3,2
44,OHP,shoulders,3,58,5,2
44,Row,back,2,72,5,2
44,Burpees,full,2,29,5,2
44,Burpees,full,2,22,4,2
44,Bench Press,chest,3,26,5,2
44,Row,back,2,35,5,2
44,Deadlifts,back,3,23,5,2
44,Deadlifts,back,3,46,4,2
44,Lunges,legs,1,36,3,2
44,Push-ups,chest,1,89,4,2
44,Bench Press,chest,3,27,4,2
45,Pull-ups,back,2,66,3,0
45,Plank,core,1,26,4,0
45,Burpees,full,2,47,4,0
45,Bench Press,chest,3,73,2,0
45,Plank,core,1,25,5,0
45,Row,back,2,88,4,0
45,Lunges,legs,1,78,5,0
